"","sku","unitcost","quantity","date","PO.no"
"20527","1472",3.29,2631,"2016-11-01",10105
"20528","1473",4.03,2727,"2016-11-01",14727
"20529","1474",3.26,3387,"2016-11-01",6133
"20530","1475",4.62,2585,"2016-11-01",17268
"20531","1476",5.58,2562,"2016-11-01",18094
"20532","1477",3.88,2941,"2016-11-01",7076
"20533","1478",6.99,2457,"2016-11-01",9640
"20534","1479",7.38,2675,"2016-11-01",12145
"20535","148",1.31,3294,"2016-11-01",7715
"20536","1480",9.62,2885,"2016-11-01",20976
"20537","1481",3.3,2904,"2016-11-01",2680
"20538","1482",4.69,3565,"2016-11-01",8363
"20539","1483",10.82,3024,"2016-11-01",12965
"20540","1484",1.03,2762,"2016-11-01",6979
"20541","1485",10.35,2518,"2016-11-01",7728
"20542","1486",5.11,3079,"2016-11-01",5221
"20543","1487",6.07,3703,"2016-11-01",6015
"20544","1488",4.98,3023,"2016-11-01",2705
"20545","1489",6.67,2412,"2016-11-01",11084
"20546","149",4.2,1864,"2016-11-01",3952
"20547","1490",11.4,1926,"2016-11-01",17959
"20548","1491",6.65,2237,"2016-11-01",4292
"20549","1492",7.27,2970,"2016-11-01",18761
"20550","1493",9.75,2885,"2016-11-01",17982
"20551","1494",5.24,2480,"2016-11-01",17688
"20552","1495",4.33,2798,"2016-11-01",9571
"20553","1496",5.41,3153,"2016-11-01",9603
"20554","1497",4.38,3780,"2016-11-01",7909
"20555","1498",6.83,3313,"2016-11-01",20142
"20556","1499",5.46,3030,"2016-11-01",5072
"20557","15",8.52,3051,"2016-11-01",18348
"20558","150",8.34,3163,"2016-11-01",2217
"20559","1500",9.53,2933,"2016-11-01",681
"20560","1501",5.72,1743,"2016-11-01",224
"20561","1502",8.32,2380,"2016-11-01",12597
"20562","1503",5.8,1759,"2016-11-01",22712
"20563","1504",7.91,2529,"2016-11-01",22423
"20564","1505",3.08,2395,"2016-11-01",4424
"20565","1506",9.26,2776,"2016-11-01",11837
"20566","1507",3.31,3485,"2016-11-01",4286
"20567","1508",1.64,2410,"2016-11-01",9109
"20568","1509",4.1,2081,"2016-11-01",2250
"20569","151",3.21,3075,"2016-11-01",3408
"20570","1510",8.28,2615,"2016-11-01",7025
"20571","1511",1.18,2480,"2016-11-01",713
"20572","1512",8.74,2869,"2016-11-01",21940
"20573","1513",7.57,3948,"2016-11-01",18252
"20574","1514",10.55,2597,"2016-11-01",7038
"20575","1515",3.18,2769,"2016-11-01",7196
"20576","1516",4.49,2492,"2016-11-01",23574
"20577","1517",1.68,2564,"2016-11-01",3296
"20578","1518",1.36,2886,"2016-11-01",22458
"20579","1519",6.88,3853,"2016-11-01",12065
"20580","152",7.21,2555,"2016-11-01",16504
"20581","1520",8.48,3140,"2016-11-01",9181
"20582","1521",6.52,3318,"2016-11-01",20703
"20583","1522",11.2,2883,"2016-11-01",17022
"20584","1523",1.56,3136,"2016-11-01",3653
"20585","1524",4.09,2855,"2016-11-01",17999
"20586","1525",13.13,3250,"2016-11-01",10838
"20587","1526",4.31,3869,"2016-11-01",14000
"20588","1527",7.83,3396,"2016-11-01",20191
"20589","1528",7.55,3240,"2016-11-01",13652
"20590","1529",8.5,3383,"2016-11-01",4942
"20591","153",9.12,2892,"2016-11-01",13621
"20592","1530",3.95,3066,"2016-11-01",15484
"20593","1531",0.31,3130,"2016-11-01",12512
"20594","1532",8.05,2961,"2016-11-01",1948
"20595","1533",9.97,2688,"2016-11-01",214
"20596","1534",4.38,2817,"2016-11-01",8639
"20597","1535",8.76,2615,"2016-11-01",18820
"20598","1536",0.76,2653,"2016-11-01",11544
"20599","1537",4.67,2854,"2016-11-01",21656
"20600","1538",9.09,3414,"2016-11-01",7285
"20601","1539",1.32,3652,"2016-11-01",9972
"20602","154",4.13,2687,"2016-11-01",15692
"20603","1540",1.84,2561,"2016-11-01",9063
"20604","1541",4.03,2599,"2016-11-01",22287
"20605","1542",7.89,3210,"2016-11-01",14336
"20606","1543",7.28,2558,"2016-11-01",6622
"20607","1544",3.68,3630,"2016-11-01",23144
"20608","1545",7.3,2526,"2016-11-01",11505
"20609","1546",5.26,3297,"2016-11-01",22107
"20610","1547",4.11,2301,"2016-11-01",962
"20611","1548",4.49,2153,"2016-11-01",3825
"20612","1549",10.52,2492,"2016-11-01",15053
"20613","155",4.31,2411,"2016-11-01",423
"20614","1550",0.89,2180,"2016-11-01",20714
"20615","1551",5.05,3085,"2016-11-01",12991
"20616","1552",3.1,1966,"2016-11-01",21939
"20617","1553",4.84,2926,"2016-11-01",22983
"20618","1554",5.82,2702,"2016-11-01",23791
"20619","1555",7.23,2540,"2016-11-01",3534
"20620","1556",10.39,1634,"2016-11-01",11856
"20621","1557",5.94,3466,"2016-11-01",12741
"20622","1558",7.54,2901,"2016-11-01",14535
"20623","1559",7.55,2955,"2016-11-01",3901
"20624","156",9.32,2844,"2016-11-01",14342
"20625","1560",1.95,2401,"2016-11-01",19011
"20626","1561",6.07,3132,"2016-11-01",787
"20627","1562",1.14,2611,"2016-11-01",8426
"20628","1563",4.99,2768,"2016-11-01",18410
"20629","1564",9.47,3366,"2016-11-01",7122
"20630","1565",6.18,2778,"2016-11-01",8812
"20631","1566",6.72,2239,"2016-11-01",21125
"20632","1567",5.04,2239,"2016-11-01",16461
"20633","1568",9.34,3315,"2016-11-01",11284
"20634","1569",6.47,2780,"2016-11-01",3139
"20635","157",5.74,2502,"2016-11-01",102
"20636","1570",1.05,3195,"2016-11-01",20616
"20637","1571",8.89,2848,"2016-11-01",10827
"20638","1572",8.77,3574,"2016-11-01",22014
"20639","1573",8.84,2511,"2016-11-01",16608
"20640","1574",1.65,2050,"2016-11-01",18725
"20641","1575",3.03,2737,"2016-11-01",9325
"20642","1576",8.45,2068,"2016-11-01",10519
"20643","1577",4.6,2920,"2016-11-01",16749
"20644","1578",3.86,3051,"2016-11-01",21249
"20645","1579",10.07,3226,"2016-11-01",12294
"20646","158",4.07,2850,"2016-11-01",5324
"20647","1580",8.98,3418,"2016-11-01",11695
"20648","1581",7.7,3429,"2016-11-01",3477
"20649","1582",7.28,2575,"2016-11-01",10619
"20650","1583",10.34,2806,"2016-11-01",10950
"20651","1584",5.5,3574,"2016-11-01",22634
"20652","1585",2.2,3388,"2016-11-01",1713
"20653","1586",2.32,3823,"2016-11-01",12455
"20654","1587",11.51,2209,"2016-11-01",22517
"20655","1588",3.66,1853,"2016-11-01",16719
"20656","1589",6.6,2507,"2016-11-01",10762
"20657","159",14.9,3040,"2016-11-01",8924
"20658","1590",6.11,4008,"2016-11-01",8963
"20659","1591",9.04,2981,"2016-11-01",14887
"20660","1592",7.56,3020,"2016-11-01",17511
"20661","1593",4.64,3426,"2016-11-01",3320
"20662","1594",3.22,2417,"2016-11-01",15206
"20663","1595",4.04,3593,"2016-11-01",13203
"20664","1596",9.21,3470,"2016-11-01",22515
"20665","1597",3.57,2638,"2016-11-01",21739
"20666","1598",6.37,3130,"2016-11-01",7816
"20667","1599",8.64,2423,"2016-11-01",22365
"20668","16",3.08,2361,"2016-11-01",13001
"20669","160",10.21,2684,"2016-11-01",21714
"20670","1600",7.93,2870,"2016-11-01",17100
"20671","1601",7.71,2837,"2016-11-01",9249
"20672","1602",2.48,2586,"2016-11-01",20447
"20673","1603",6.5,2356,"2016-11-01",132
"20674","1604",4.51,3565,"2016-11-01",3117
"20675","1605",11.91,2668,"2016-11-01",11747
"20676","1606",7.25,2872,"2016-11-01",10176
"20677","1607",6.94,3652,"2016-11-01",10138
"20678","1608",4.66,3230,"2016-11-01",18539
"20679","1609",7.65,3268,"2016-11-01",23817
"20680","161",9.69,4060,"2016-11-01",7435
"20681","1610",2.07,2717,"2016-11-01",257
"20682","1611",5.5,2769,"2016-11-01",900
"20683","1612",2.7,2633,"2016-11-01",668
"20684","1613",2.97,3606,"2016-11-01",23889
"20685","1614",5.68,2279,"2016-11-01",23152
"20686","1615",10.13,3013,"2016-11-01",16478
"20687","1616",1.89,3301,"2016-11-01",12382
"20688","1617",5.16,2335,"2016-11-01",21
"20689","1618",5.73,2323,"2016-11-01",15880
"20690","1619",0.8,3496,"2016-11-01",23653
"20691","162",3.18,3627,"2016-11-01",19237
"20692","1620",6.59,3059,"2016-11-01",23873
"20693","1621",10.54,2945,"2016-11-01",18736
"20694","1622",13.92,2684,"2016-11-01",9104
"20695","1623",4.38,2755,"2016-11-01",6368
"20696","1624",8.28,2632,"2016-11-01",13284
"20697","1625",4.33,3604,"2016-11-01",18248
"20698","1626",8.22,3302,"2016-11-01",2776
"20699","1627",6.65,3094,"2016-11-01",21523
"20700","1628",9.47,3728,"2016-11-01",20259
"20701","1629",9.19,1935,"2016-11-01",19098
"20702","163",13.11,2188,"2016-11-01",21660
"20703","1630",5.91,2981,"2016-11-01",14028
"20704","1631",5.78,2784,"2016-11-01",2970
"20705","1632",7.1,3462,"2016-11-01",7269
"20706","1633",6.19,3423,"2016-11-01",1698
"20707","1634",3.38,2832,"2016-11-01",3400
"20708","1635",8.21,3401,"2016-11-01",13514
"20709","1636",2.19,2871,"2016-11-01",13371
"20710","1637",6.84,3490,"2016-11-01",8125
"20711","1638",5.77,2872,"2016-11-01",12164
"20712","1639",3.42,2924,"2016-11-01",11507
"20713","164",6.75,3456,"2016-11-01",592
"20714","1640",6.87,1897,"2016-11-01",14900
"20715","1641",6.04,2349,"2016-11-01",5218
"20716","1642",4.67,2855,"2016-11-01",2107
"20717","1643",4.43,2568,"2016-11-01",5748
"20718","1644",0.62,3815,"2016-11-01",8793
"20719","1645",10.92,2895,"2016-11-01",11533
"20720","1646",4.54,2756,"2016-11-01",21325
"20721","1647",6.43,1809,"2016-11-01",8161
"20722","1648",1.05,2749,"2016-11-01",2997
"20723","1649",7.4,2542,"2016-11-01",5339
"20724","165",6.18,3120,"2016-11-01",3167
"20725","1650",11.12,2960,"2016-11-01",4082
"20726","1651",5.65,2889,"2016-11-01",13374
"20727","1652",7.11,2682,"2016-11-01",2892
"20728","1653",4.47,2695,"2016-11-01",2696
"20729","1654",6.37,3032,"2016-11-01",13035
"20730","1655",4.49,2650,"2016-11-01",4731
"20731","1656",12.56,3850,"2016-11-01",5234
"20732","1657",6.27,3738,"2016-11-01",9001
"20733","1658",6.75,2259,"2016-11-01",22229
"20734","1659",1.71,3368,"2016-11-01",15175
"20735","166",12.42,2655,"2016-11-01",7310
"20736","1660",6.29,3562,"2016-11-01",13761
"20737","1661",2.85,2382,"2016-11-01",17023
"20738","1662",5.53,2131,"2016-11-01",15654
"20739","1663",6.14,2495,"2016-11-01",22134
"20740","1664",5.7,3375,"2016-11-01",8738
"20741","1665",5.66,2824,"2016-11-01",6333
"20742","1666",14.15,3263,"2016-11-01",11303
"20743","1667",9.2,2726,"2016-11-01",5541
"20744","1668",3.96,3152,"2016-11-01",10221
"20745","1669",7.14,2499,"2016-11-01",18908
"20746","167",8.2,2391,"2016-11-01",12680
"20747","1670",13.05,3555,"2016-11-01",10539
"20748","1671",9.24,3639,"2016-11-01",10970
"20749","1672",4.66,2651,"2016-11-01",8590
"20750","1673",4.66,3284,"2016-11-01",13345
"20751","1674",8.19,3350,"2016-11-01",8285
"20752","1675",1.5,2878,"2016-11-01",11763
"20753","1676",5.8,2547,"2016-11-01",8779
"20754","1677",1.94,3023,"2016-11-01",19860
"20755","1678",7.84,2987,"2016-11-01",6390
"20756","1679",4.13,2330,"2016-11-01",17132
"20757","168",6.66,3164,"2016-11-01",11028
"20758","1680",7.03,3335,"2016-11-01",5665
"20759","1681",3.49,2660,"2016-11-01",6724
"20760","1682",8.19,2589,"2016-11-01",9757
"20761","1683",4.9,3082,"2016-11-01",11847
"20762","1684",5.12,2429,"2016-11-01",3851
"20763","1685",7.26,3208,"2016-11-01",11532
"20764","1686",13.67,3003,"2016-11-01",21667
"20765","1687",7.39,2104,"2016-11-01",19682
"20766","1688",10.09,2993,"2016-11-01",1432
"20767","1689",7.46,2970,"2016-11-01",9316
"20768","169",5.18,3982,"2016-11-01",8400
"20769","1690",3.42,3853,"2016-11-01",20131
"20770","1691",6.35,4022,"2016-11-01",22329
"20771","1692",6.95,3107,"2016-11-01",23901
"20772","1693",6.74,4002,"2016-11-01",18026
"20773","1694",5.83,3462,"2016-11-01",7206
"20774","1695",4.29,1720,"2016-11-01",19096
"20775","1696",6.92,3536,"2016-11-01",21909
"20776","1697",5.35,2643,"2016-11-01",97
"20777","1698",5.24,3147,"2016-11-01",19762
"20778","1699",1.13,2622,"2016-11-01",10390
"20779","17",7.36,3017,"2016-11-01",7674
"20780","170",8.42,3990,"2016-11-01",2164
"20781","1700",9.25,1943,"2016-11-01",21888
"20782","1701",2.86,2959,"2016-11-01",19100
"20783","1702",4.95,3797,"2016-11-01",15449
"20784","1703",4.27,2352,"2016-11-01",6494
"20785","1704",7.22,3468,"2016-11-01",23540
"20786","1705",4.3,2597,"2016-11-01",351
"20787","1706",7.4,2932,"2016-11-01",17831
"20788","1707",5.01,3302,"2016-11-01",8805
"20789","1708",8.02,2819,"2016-11-01",18467
"20790","1709",2.89,2820,"2016-11-01",7599
"20791","171",6.84,3648,"2016-11-01",6337
"20792","1710",2.87,2138,"2016-11-01",23058
"20793","1711",0.78,3184,"2016-11-01",19426
"20794","1712",3.61,2768,"2016-11-01",10688
"20795","1713",7.17,3356,"2016-11-01",1268
"20796","1714",6.12,2980,"2016-11-01",6210
"20797","1715",4.05,1969,"2016-11-01",821
"20798","1716",5.12,2945,"2016-11-01",7045
"20799","1717",6.22,3008,"2016-11-01",14812
"20800","1718",2.48,3289,"2016-11-01",17836
"20801","1719",7.12,2732,"2016-11-01",4048
"20802","172",5.56,3060,"2016-11-01",19624
"20803","1720",9.31,3248,"2016-11-01",1020
"20804","1721",8.54,2347,"2016-11-01",15692
"20805","1722",8.94,2732,"2016-11-01",6793
"20806","1723",8.31,2425,"2016-11-01",4926
"20807","1724",1.64,2642,"2016-11-01",16849
"20808","1725",3.66,3692,"2016-11-01",19304
"20809","1726",7.38,2023,"2016-11-01",17766
"20810","1727",5.47,2837,"2016-11-01",21522
"20811","1728",9.61,2091,"2016-11-01",5716
"20812","1729",1.93,3601,"2016-11-01",3400
"20813","173",2.76,3138,"2016-11-01",21904
"20814","1730",6.92,2515,"2016-11-01",9514
"20815","1731",9.19,2793,"2016-11-01",5602
"20816","1732",6.98,3043,"2016-11-01",15796
"20817","1733",11.39,3359,"2016-11-01",13880
"20818","1734",9.59,3048,"2016-11-01",6808
"20819","1735",4.79,2760,"2016-11-01",477
"20820","1736",5.25,2409,"2016-11-01",6650
"20821","1737",4.07,3739,"2016-11-01",7333
"20822","1738",6.85,2481,"2016-11-01",23078
"20823","1739",9.17,3131,"2016-11-01",10007
"20824","174",5.39,2633,"2016-11-01",18804
"20825","1740",5.68,3411,"2016-11-01",4565
"20826","1741",4.88,2903,"2016-11-01",2218
"20827","1742",6.31,2849,"2016-11-01",3159
"20828","1743",6.07,2811,"2016-11-01",22480
"20829","1744",5.85,2577,"2016-11-01",23672
"20830","1745",9.74,2863,"2016-11-01",13532
"20831","1746",5.04,2834,"2016-11-01",23555
"20832","1747",4.08,2576,"2016-11-01",1529
"20833","1748",5.03,3072,"2016-11-01",19734
"20834","1749",3.8,2533,"2016-11-01",8594
"20835","175",13.29,2679,"2016-11-01",19891
"20836","1750",5.24,2501,"2016-11-01",20758
"20837","1751",9.99,2325,"2016-11-01",14324
"20838","1752",7.04,2013,"2016-11-01",19288
"20839","1753",6.28,3449,"2016-11-01",2079
"20840","1754",5.68,2919,"2016-11-01",14366
"20841","1755",6.68,2523,"2016-11-01",14038
"20842","1756",4.9,3716,"2016-11-01",6254
"20843","1757",11.19,2682,"2016-11-01",5739
"20844","1758",6.34,2597,"2016-11-01",16722
"20845","1759",3.92,2270,"2016-11-01",10275
"20846","176",1.23,3530,"2016-11-01",19247
"20847","1760",4.71,2504,"2016-11-01",22591
"20848","1761",0.12,2752,"2016-11-01",17354
"20849","1762",4.31,3309,"2016-11-01",12964
"20850","1763",3.22,2491,"2016-11-01",23671
"20851","1764",8.14,2862,"2016-11-01",18847
"20852","1765",4.43,2807,"2016-11-01",12357
"20853","1766",1.45,2301,"2016-11-01",315
"20854","1767",0.42,3209,"2016-11-01",23385
"20855","1768",8.36,2300,"2016-11-01",13179
"20856","1769",3.59,3177,"2016-11-01",4440
"20857","177",5.3,2895,"2016-11-01",5959
"20858","1770",2.87,3094,"2016-11-01",21185
"20859","1771",4.11,3135,"2016-11-01",14441
"20860","1772",2.99,3070,"2016-11-01",4827
"20861","1773",1.84,2856,"2016-11-01",7605
"20862","1774",2.4,2195,"2016-11-01",7058
"20863","1775",8.68,3220,"2016-11-01",20910
"20864","1776",3.03,2089,"2016-11-01",17498
"20865","1777",2.58,3089,"2016-11-01",7991
"20866","1778",6.84,3619,"2016-11-01",16520
"20867","1779",12.27,2994,"2016-11-01",19984
"20868","178",1.37,2874,"2016-11-01",1437
"20869","1780",7.89,3526,"2016-11-01",7117
"20870","1781",4.38,3035,"2016-11-01",14383
"20871","1782",7.52,2773,"2016-11-01",22928
"20872","1783",4.04,2892,"2016-11-01",16895
"20873","1784",6.29,3784,"2016-11-01",13341
"20874","1785",5.83,3720,"2016-11-01",3614
"20875","1786",4.2,2110,"2016-11-01",17307
"20876","1787",5.6,3069,"2016-11-01",5569
"20877","1788",7.88,3741,"2016-11-01",18088
"20878","1789",4.53,3483,"2016-11-01",18841
"20879","179",8.92,2186,"2016-11-01",22464
"20880","1790",3.85,3368,"2016-11-01",4438
"20881","1791",10.83,3245,"2016-11-01",15154
"20882","1792",8.65,3510,"2016-11-01",12445
"20883","1793",1.6,2508,"2016-11-01",14200
"20884","1794",7.18,2429,"2016-11-01",21640
"20885","1795",10.76,3240,"2016-11-01",10689
"20886","1796",6.74,2529,"2016-11-01",16157
"20887","1797",4.72,1786,"2016-11-01",21842
"20888","1798",7.92,2835,"2016-11-01",15954
"20889","1799",6.34,3615,"2016-11-01",5898
"20890","18",6.32,3094,"2016-11-01",11260
"20891","180",0.85,2171,"2016-11-01",10083
"20892","1800",6.75,2199,"2016-11-01",13663
"20893","1801",6.64,3095,"2016-11-01",949
"20894","1802",9.25,2596,"2016-11-01",5947
"20895","1803",6.4,3473,"2016-11-01",3370
"20896","1804",10.52,2751,"2016-11-01",5550
"20897","1805",3.26,3006,"2016-11-01",17075
"20898","1806",4.91,2840,"2016-11-01",14256
"20899","1807",14.15,3292,"2016-11-01",422
"20900","1808",9.72,2426,"2016-11-01",10093
"20901","1809",7.18,3033,"2016-11-01",3855
"20902","181",10.89,3349,"2016-11-01",15271
"20903","1810",1.15,2884,"2016-11-01",20015
"20904","1811",4.98,2387,"2016-11-01",23855
"20905","1812",0.46,2739,"2016-11-01",16207
"20906","1813",1.78,2731,"2016-11-01",15095
"20907","1814",2.98,2564,"2016-11-01",10789
"20908","1815",2.24,3276,"2016-11-01",12814
"20909","1816",3.42,3023,"2016-11-01",15462
"20910","1817",7.65,3866,"2016-11-01",8083
"20911","1818",5.78,2915,"2016-11-01",21391
"20912","1819",3.34,2489,"2016-11-01",23041
"20913","182",5.15,2576,"2016-11-01",10857
"20914","1820",6.87,3201,"2016-11-01",3786
"20915","1821",5.11,3694,"2016-11-01",6784
"20916","1822",0.77,4215,"2016-11-01",9753
"20917","1823",5.95,3718,"2016-11-01",8804
"20918","1824",6.4,1584,"2016-11-01",12125
"20919","1825",6.08,3320,"2016-11-01",15862
"20920","1826",15.71,2416,"2016-11-01",23681
"20921","1827",9.01,2969,"2016-11-01",7165
"20922","1828",0.96,2627,"2016-11-01",13892
"20923","1829",4.46,3035,"2016-11-01",6077
"20924","183",5.7,2781,"2016-11-01",14880
"20925","1830",9.78,2389,"2016-11-01",14508
"20926","1831",10.2,3398,"2016-11-01",3753
"20927","1832",2.2,3573,"2016-11-01",8721
"20928","1833",5.69,2437,"2016-11-01",19366
"20929","1834",5.93,3295,"2016-11-01",11105
"20930","1835",0.66,2812,"2016-11-01",14654
"20931","1836",7.84,3096,"2016-11-01",539
"20932","1837",0.97,1962,"2016-11-01",13734
"20933","1838",6.42,2195,"2016-11-01",19640
"20934","1839",5.87,4094,"2016-11-01",18527
"20935","184",4.43,2455,"2016-11-01",7348
"20936","1840",4.07,2378,"2016-11-01",19692
"20937","1841",1.1,2865,"2016-11-01",13833
"20938","1842",3.25,2494,"2016-11-01",4141
"20939","1843",10.1,3128,"2016-11-01",2407
"20940","1844",7.99,2579,"2016-11-01",19283
"20941","1845",5.69,2357,"2016-11-01",2049
"20942","1846",3.84,2312,"2016-11-01",6397
"20943","1847",8.55,3857,"2016-11-01",20999
"20944","1848",6.74,3141,"2016-11-01",17233
"20945","1849",6.47,3289,"2016-11-01",5019
"20946","185",5.94,2645,"2016-11-01",18401
"20947","1850",12.19,3139,"2016-11-01",23879
"20948","1851",15.13,2264,"2016-11-01",2736
"20949","1852",4.82,2289,"2016-11-01",3890
"20950","1853",0.86,2972,"2016-11-01",17901
"20951","1854",5.72,2377,"2016-11-01",55
"20952","1855",4.36,2851,"2016-11-01",16583
"20953","1856",4.04,2906,"2016-11-01",5795
"20954","1857",7.02,2325,"2016-11-01",8858
"20955","1858",2.4,2302,"2016-11-01",3575
"20956","1859",5.59,2230,"2016-11-01",10996
"20957","186",7.8,3313,"2016-11-01",16863
"20958","1860",4.54,2425,"2016-11-01",6162
"20959","1861",0.43,3191,"2016-11-01",8059
"20960","1862",7.42,2816,"2016-11-01",10156
"20961","1863",3.02,2520,"2016-11-01",12609
"20962","1864",5.35,3237,"2016-11-01",2515
"20963","1865",2.85,2368,"2016-11-01",11123
"20964","1866",6.1,3438,"2016-11-01",11576
"20965","1867",1.18,3455,"2016-11-01",10475
"20966","1868",0.14,3276,"2016-11-01",17704
"20967","1869",6.79,2870,"2016-11-01",3987
"20968","187",9.12,2140,"2016-11-01",8249
"20969","1870",2.79,2482,"2016-11-01",15348
"20970","1871",8.61,3870,"2016-11-01",8936
"20971","1872",12,2828,"2016-11-01",2126
"20972","1873",10.16,3345,"2016-11-01",18578
"20973","1874",7.08,3065,"2016-11-01",19494
"20974","1875",8.77,3539,"2016-11-01",21898
"20975","1876",6.9,2703,"2016-11-01",1080
"20976","1877",4.21,2222,"2016-11-01",10810
"20977","1878",7.2,2674,"2016-11-01",2778
"20978","1879",7.54,2941,"2016-11-01",18284
"20979","188",4.49,3034,"2016-11-01",1367
"20980","1880",8.59,2892,"2016-11-01",9618
"20981","1881",9,3259,"2016-11-01",12702
"20982","1882",4.83,1704,"2016-11-01",22439
"20983","1883",9.74,1837,"2016-11-01",10892
"20984","1884",9.4,3007,"2016-11-01",7135
"20985","1885",7.9,2617,"2016-11-01",10711
"20986","1886",8.09,2562,"2016-11-01",13521
"20987","1887",8.44,3215,"2016-11-01",6361
"20988","1888",6.7,3015,"2016-11-01",348
"20989","1889",6.52,3739,"2016-11-01",5635
"20990","189",6.42,3281,"2016-11-01",1784
"20991","1890",2.59,3265,"2016-11-01",19760
"20992","1891",3.29,2145,"2016-11-01",17668
"20993","1892",6.84,3085,"2016-11-01",2448
"20994","1893",5.02,3387,"2016-11-01",6034
"20995","1894",5.29,2732,"2016-11-01",10243
"20996","1895",9.59,2567,"2016-11-01",1001
"20997","1896",0.26,3706,"2016-11-01",14011
"20998","1897",11.17,2312,"2016-11-01",17254
"20999","1898",7.4,2506,"2016-11-01",5216
"21000","1899",13.69,3143,"2016-11-01",18347
"21001","19",8.85,3404,"2016-11-01",20211
"21002","190",3.97,2703,"2016-11-01",2956
"21003","1900",5.31,3315,"2016-11-01",7115
"21004","1901",3.87,2826,"2016-11-01",15060
"21005","1902",3.34,3266,"2016-11-01",19220
"21006","1903",7.53,3123,"2016-11-01",8273
"21007","1904",5.35,3201,"2016-11-01",8927
"21008","1905",3.29,2227,"2016-11-01",15710
"21009","1906",5.8,3349,"2016-11-01",18908
"21010","1907",6.95,2417,"2016-11-01",8923
"21011","1908",2.55,3044,"2016-11-01",1244
"21012","1909",9.73,3948,"2016-11-01",10871
"21013","191",1.27,2283,"2016-11-01",18362
"21014","1910",8.79,1994,"2016-11-01",19437
"21015","1911",3.63,2503,"2016-11-01",1970
"21016","1912",7.3,3262,"2016-11-01",16755
"21017","1913",7.41,1907,"2016-11-01",1281
"21018","1914",0.94,2313,"2016-11-01",9594
"21019","1915",7.03,3563,"2016-11-01",4913
"21020","1916",3.53,2320,"2016-11-01",872
"21021","1917",6.26,3023,"2016-11-01",1794
"21022","1918",1.4,3540,"2016-11-01",6822
"21023","1919",8.07,3989,"2016-11-01",18152
"21024","192",8.9,3537,"2016-11-01",7897
"21025","1920",3.86,2419,"2016-11-01",816
"21026","1921",6.35,2684,"2016-11-01",10665
"21027","1922",2.51,2910,"2016-11-01",18612
"21028","1923",2.97,2632,"2016-11-01",16466
"21029","1924",8.86,3404,"2016-11-01",9228
"21030","1925",2.42,3177,"2016-11-01",1778
"21031","1926",3.05,2485,"2016-11-01",2980
"21032","1927",7.68,1841,"2016-11-01",13058
"21033","1928",6.92,3226,"2016-11-01",13176
"21034","1929",2.02,2339,"2016-11-01",21427
"21035","193",5.27,2645,"2016-11-01",11493
"21036","1930",2.32,3171,"2016-11-01",267
"21037","1931",5.71,2912,"2016-11-01",17264
"21038","1932",1.59,1964,"2016-11-01",2030
"21039","1933",10.58,3642,"2016-11-01",23214
"21040","1934",8.37,2933,"2016-11-01",21926
"21041","1935",6.94,2980,"2016-11-01",8592
"21042","1936",4.56,2989,"2016-11-01",17442
"21043","1937",4.48,3274,"2016-11-01",13432
"21044","1938",5.32,2291,"2016-11-01",9802
"21045","1939",11.57,2254,"2016-11-01",6667
"21046","194",0.58,3447,"2016-11-01",11860
"21047","1940",12.38,3028,"2016-11-01",22628
"21048","1941",3.77,3884,"2016-11-01",6749
"21049","1942",11.4,1535,"2016-11-01",16398
"21050","1943",7.21,2266,"2016-11-01",15332
"21051","1944",5.84,2384,"2016-11-01",23007
"21052","1945",12.66,2349,"2016-11-01",4795
"21053","1946",4.3,2020,"2016-11-01",13735
"21054","1947",12.3,3057,"2016-11-01",13232
"21055","1948",0.08,3565,"2016-11-01",21793
"21056","1949",1.66,3410,"2016-11-01",8383
"21057","195",3.94,3189,"2016-11-01",507
"21058","1950",10.84,3266,"2016-11-01",2885
"21059","1951",4.56,2656,"2016-11-01",19911
"21060","1952",9.85,3719,"2016-11-01",15395
"21061","1953",7.06,3163,"2016-11-01",6057
"21062","1954",3.37,3548,"2016-11-01",22318
"21063","1955",6.11,4005,"2016-11-01",22209
"21064","1956",7.91,2880,"2016-11-01",3823
"21065","1957",3.06,3433,"2016-11-01",19872
"21066","1958",6.13,3217,"2016-11-01",12948
"21067","1959",4.34,2649,"2016-11-01",15477
"21068","196",4.31,2574,"2016-11-01",6533
"21069","1960",2.14,2306,"2016-11-01",4085
"21070","1961",4.48,2161,"2016-11-01",20829
"21071","1962",4.11,3717,"2016-11-01",7158
"21072","1963",3.36,3100,"2016-11-01",7376
"21073","1964",5.38,2366,"2016-11-01",4597
"21074","1965",6.88,2893,"2016-11-01",9336
"21075","1966",6.87,2915,"2016-11-01",15849
"21076","1967",7.67,3269,"2016-11-01",13647
"21077","1968",4.21,3260,"2016-11-01",13708
"21078","1969",4.74,2398,"2016-11-01",11933
"21079","197",11.07,3839,"2016-11-01",21474
"21080","1970",7.13,2777,"2016-11-01",17078
"21081","1971",5.47,2770,"2016-11-01",12812
"21082","1972",8.34,3108,"2016-11-01",7123
"21083","1973",0.84,2095,"2016-11-01",19738
"21084","1974",0.62,2773,"2016-11-01",23091
"21085","1975",5.36,2798,"2016-11-01",22588
"21086","1976",5.4,3267,"2016-11-01",6638
"21087","1977",2.04,2480,"2016-11-01",167
"21088","1978",4.77,2680,"2016-11-01",22767
